code,component,property,time_aspect,system,scale_type,method_type,long_common_name,short_name
16998-7,HYDROmorphone,MCnc,Pt,Urine,Qn,Confirm,"Hydromorphone Confirmation, Random, Urine","Hydromorphone Confirmation, Random, Urine"
53710-0,Hyperoxaluria panel,-,Pt,Urine,Qn,,"Hyperoxaluria Panel, Random, Urine","Hyperoxaluria Panel, Random, Urine"
68318-5,Hypoglycemics panel,-,Pt,Ser/Plas,-,,"Hypoglycemic Agent Screen, Serum","Hypoglycemic Agent Screen, Serum"
79462-8,Iduronate-2-Sulfatase,CCnc,Pt,Bld.dot,Qn,,"Iduronate-2-Sulfatase, Blood Spot","Iduronate-2-Sulfatase, Blood Spot"
24089-5,Iduronate-2-Sulfatase,CCnt,Pt,WBC,Qn,,"Iduronate-2-Sulfatase, Leukocytes","Iduronate-2-Sulfatase, Leukocytes"
90416-9,Lymphocyte subset & B-cell phenotyping panel,-,Pt,Bld,-,,"B-Cell Phenotyping Profile for Immunodeficiency and Immune Competence Assessment, Blood","B-Cell Phenotyping Profile for Immunodeficiency and Immune Competence Assessment, Blood"
87551-8,Neutrophil cytoplasmic Ab.IgG & Saccharomyces cerevisiae Ab.IgA & IgG,-,Pt,Ser,-,,"Inflammatory Bowel Disease Serology Panel, Serum","Inflammatory Bowel Disease Serology Panel, Serum"
32367-5,Bacteria,Prid,Pt,Isolate,Nom,Aerobic culture,"Organism Referred for Identification, Aerobic Bacteria","Organism Referred for Identification, Aerobic Bacteria"
95772-0,IDH1 gene & IDH2 gene targeted full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"IDH1 (R132) and IDH2 (R140 and R172) Quantitative Detection, Droplet Digital PCR, Varies","IDH1 (R132) and IDH2 (R140 and R172) Quantitative Detection, Droplet Digital PCR, Varies"
104323-1,IDH1 & IDH2 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"IDH1 and IDH2 Mutation Analyses, Next-Generation Sequencing, Tumor","IDH1 and IDH2 Mutation Analyses, Next-Generation Sequencing, Tumor"
76030-6,IDS gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,"Mucopolysaccharidosis Type II, IDS Gene Sequencing with Deletion/Duplication, Varies","Mucopolysaccharidosis Type II, IDS Gene Sequencing with Deletion/Duplication, Varies"
105587-0,IDH1 gene & IDH2 gene & TERT gene targeted mutation analysis,Find,Pt,Tiss,Doc,Molgen,"IDH1, IDH2, and TERT Mutation Analysis, Next-Generation Sequencing, Tumor","IDH1, IDH2, and TERT Mutation Analysis, Next-Generation Sequencing, Tumor"
76028-0,IDUA gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,"Mucopolysaccharidosis Type I, IDUA Gene Sequencing with Deletion/Duplication, Varies","Mucopolysaccharidosis Type I, IDUA Gene Sequencing with Deletion/Duplication, Varies"
24057-2,Alpha-L-iduronidase,CCnt,Pt,WBC,Qn,,"Alpha-L-Iduronidase, Leukocytes","Alpha-L-Iduronidase, Leukocytes"
99306-3,Choriogonadotropin.beta subunit heterophile Ab interference panel,-,Pt,Ser,-,,"Interference Evaluation Heterophile, Beta-Human Chorionic Gonadotropin, Serum","Interference Evaluation Heterophile, Beta-Human Chorionic Gonadotropin, Serum"
112330-6,Inborn errors of immunity multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Inborn Errors of Immunity Comprehensive Gene Panel, Varies","Inborn Errors of Immunity Comprehensive Gene Panel, Varies"
101626-0,Thyroglobulin heterophile Ab interference panel,-,Pt,Ser,-,,"Interference Evaluation Heterophile, Thyroglobulin Tumor Marker, Serum","Interference Evaluation Heterophile, Thyroglobulin Tumor Marker, Serum"
31444-3,Intrinsic factor blocking Ab,PrThr,Pt,Ser,Ord,,"Intrinsic Factor Blocking Antibody, Serum","Intrinsic Factor Blocking Antibody, Serum"
54390-0,Fibroblast growth factor 23.intact,MCnc,Pt,Ser/Plas,Qn,,"Intact Fibroblast Growth Factor 23, Serum","Intact Fibroblast Growth Factor 23, Serum"
104672-1,IgD&IgE.monocloncal band observed,Prid,Pt,Ser,Nom,Immunofixation,"Immunofixation Heavy Chain Type Delta and Epsilon, Serum","Immunofixation Heavy Chain Type Delta and Epsilon, Serum"
2458-8,IgA,MCnc,Pt,Ser/Plas,Qn,,"Immunoglobulin A (IgA), Serum","Immunoglobulin A (IgA), Serum"
87552-6,IgA & IgA subclass 1 & IgA subclass 2 panel,-,Pt,Ser/Plas,Qn,,"IgA Subclasses, Serum","IgA Subclasses, Serum"
2460-4,IgD,MCnc,Pt,Ser,Qn,,"Immunoglobulin D (IgD), Serum","Immunoglobulin D (IgD), Serum"
19113-0,IgE,ACnc,Pt,Ser/Plas,Qn,,"Immunoglobulin E (IgE), Serum","Immunoglobulin E (IgE), Serum"
2484-4,Insulin-like growth factor-I,MCnc,Pt,Ser/Plas,Qn,,"Insulin-Like Growth Factor 1, Serum","Insulin-Like Growth Factor 1, Serum"
2483-6,Insulin-like growth factor binding protein 3,MCnc,Pt,Ser/Plas,Qn,,"Insulin-Like Growth Factor-Binding Protein 3, Serum","Insulin-Like Growth Factor-Binding Protein 3, Serum"
2465-3,IgG,MCnc,Pt,Ser/Plas,Qn,,"Immunoglobulin G (IgG), Serum","Immunoglobulin G (IgG), Serum"
47289-4,IgG & IgG subclass panel,MCnc,Pt,Ser,Qn,,"IgG Subclasses, Serum","IgG Subclasses, Serum"
2469-5,IgG subclass 4,MCnc,Pt,Ser,Qn,,"IgG4, Immunoglobulin Subclasses, Serum","IgG4, Immunoglobulin Subclasses, Serum"
2472-9,IgM,MCnc,Pt,Ser/Plas,Qn,,"Immunoglobulin M (IgM), Serum","Immunoglobulin M (IgM), Serum"
7429-4,Hexamethylene diisocyanate (HDI) Ab.IgE,ACnc,Pt,Ser,Qn,,"Isocyanate HDI, IgE, Serum","Isocyanate HDI, IgE, Serum"
13629-1,Interleukin 1 beta,MCnc,Pt,Ser/Plas,Qn,,"Interleukin-1 Beta, Plasma","Interleukin-1 Beta, Plasma"
60279-7,IL28B gene associated variant rs12979860,PrThr,Pt,Bld/Tiss,Ord,Molgen,"Interleukin 28B (IL28B) Variant (rs12979860), Varies","Interleukin 28B (IL28B) Variant (rs12979860), Varies"
26881-3,Interleukin 6,MCnc,Pt,Ser/Plas,Qn,,"Interleukin-6, Serum","Interleukin-6, Serum"
7430-2,Diphenylmethane diisocyanate (MDI) Ab.IgE,ACnc,Pt,Ser,Qn,,"Isocyanate MDI, IgE, Serum","Isocyanate MDI, IgE, Serum"
43123-9,Imipramine & Desipramine panel,-,Pt,Ser/Plas,Qn,,"Imipramine and Desipramine, Serum","Imipramine and Desipramine, Serum"
103741-5,Dysregulation autoimmune multigene analysis,Find,Pt,XXX,Doc,Molgen,"Inborn Errors of Immunity with Immune Dysregulation and Autoimmunity Gene Panel, Varies","Inborn Errors of Immunity with Immune Dysregulation and Autoimmunity Gene Panel, Varies"
34550-4,Immunoglobulin panel,MCnc,Pt,Ser,Qn,,"Immunoglobulins (IgG, IgA, and IgM), Serum","Immunoglobulins (IgG, IgA, and IgM), Serum"
103727-4,Hereditary motor neuropathy multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Inherited Motor Neuropathy Gene Panel, Varies","Inherited Motor Neuropathy Gene Panel, Varies"
71693-6,Platelets.reticulated/platelets,NFr,Pt,Bld,Qn,Automated count,"Immature Platelet Fraction, Blood","Immature Platelet Fraction, Blood"
103728-2,Hereditary motor and sensory neuropathy multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Inherited Motor and Sensory Neuropathy Gene Panel, Varies","Inherited Motor and Sensory Neuropathy Gene Panel, Varies"
78205-2,ALK gene rearrangements,PrThr,Pt,Bld/Tiss,Ord,FISH,"Inflammatory Myofibroblastic Tumors (IMT), 2p23 (ALK) Rearrangement, FISH, Tissue","Inflammatory Myofibroblastic Tumors (IMT), 2p23 (ALK) Rearrangement, FISH, Tissue"
101377-0,"inv(16)(p13.1;q22.1)(MYH11,CBFB) fusion transcript",Find,Pt,Bld/Bone mar,Doc,Molgen,"CBFB::MYH11 Inversion(16), Quantitative Detection and Minimal Disease Risk Monitoring, qRT-PCR, Varies","CBFB::MYH11 Inversion(16), Quantitative Detection and Minimal Disease Risk Monitoring, qRT-PCR, Vari"
103791-0,Infliximab and Infliximab Ab Panel,-,Pt,Ser/Plas,-,,"Infliximab Quantitation with Antibodies to Infliximab, Serum","Infliximab Quantitation with Antibodies to Infliximab, Serum"
39803-2,inFLIXimab,MCnc,Pt,Ser/Plas,Qn,,"Infliximab Quantitation with Reflex to Antibodies to Infliximab, Serum","Infliximab Quantitation with Reflex to Antibodies to Infliximab, Serum"
23883-2,Inhibin A,MCnc,Pt,Ser/Plas,Qn,,"Inhibin A, Tumor Marker, Serum","Inhibin A, Tumor Marker, Serum"
87426-3,Inhibin A & B panel,-,Pt,Ser/Plas,Qn,,"Inhibin A and B, Tumor Marker, Serum","Inhibin A and B, Tumor Marker, Serum"
56940-0,Inhibin B,MCnc,Pt,Ser/Plas,Qn,IA,"Inhibin B, Serum","Inhibin B, Serum"
6148-1,Insulin human Ab.IgE,ACnc,Pt,Ser,Qn,,"Insulin (Human), IgE, Serum","Insulin (Human), IgE, Serum"
27873-9,Insulin^post CFst,ACnc,Pt,Ser/Plas,Qn,,"Insulin, Serum","Insulin, Serum"
94593-1,Multiplex allergen panel,-,Pt,Ser/Plas,-,,"Stinging Insects Allergen Profile, Serum","Stinging Insects Allergen Profile, Serum"
48615-9,Insulin.free & Insulin.total panel,ACnc,Pt,Ser/Plas,Qn,,"Insulin, Free and Total, Serum","Insulin, Free and Total, Serum"
2494-3,Iodine,MCnc,Pt,Ser/Plas,Qn,,"Iodine, Serum","Iodine, Serum"
55928-6,Iodine/Creatinine,MRto,Pt,Urine,Qn,,"Iodine/Creatinine Ratio, Random, Urine","Iodine/Creatinine Ratio, Random, Urine"
112327-2,Hereditary idiopathic pulmonary fibrosis multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Idiopathic Pulmonary Fibrosis Gene Panel, Varies","Idiopathic Pulmonary Fibrosis Gene Panel, Varies"
2498-4,Iron,MCnc,Pt,Ser/Plas,Qn,,"Iron, Serum","Iron, Serum"
103729-0,Hereditary sensory neuropathy multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Inherited Sensory Neuropathy Gene Panel, Varies","Inherited Sensory Neuropathy Gene Panel, Varies"
6150-7,Ispaghula laxative Ab.IgE,ACnc,Pt,Ser,Qn,,"Ispaghula, IgE, Serum","Ispaghula, IgE, Serum"
103730-8,Hereditary spastic paraplegia multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Inherited Spastic Paraplegia Gene Panel, Varies","Inherited Spastic Paraplegia Gene Panel, Varies"
10989-2,Itraconazole,MCnc,Pt,Ser/Plas,Qn,,"Itraconazole, Serum","Itraconazole, Serum"
7431-0,Toluene diisocyanate (TDI) Ab.IgE,ACnc,Pt,Ser,Qn,,"Isocyanate TDI, IgE, Serum","Isocyanate TDI, IgE, Serum"
43399-5,JAK2 gene.p.Val617Phe,PrThr,Pt,Bld/Tiss,Ord,Molgen,"JAK2 V617F Mutation Detection, Blood","JAK2 V617F Mutation Detection, Blood"
72333-8,JAK2 gene.p.Val617Phe,PrThr,Pt,Bone mar,Ord,Molgen,"JAK2 V617F Mutation Detection, Bone Marrow","JAK2 V617F Mutation Detection, Bone Marrow"
55300-8,JAK2 gene exon 12 targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"JAK2 Exon 12 and Other Non-V617F Mutation Detection, Blood","JAK2 Exon 12 and Other Non-V617F Mutation Detection, Blood"
80186-0,JAK2 gene exon 12 targeted mutation analysis,Find,Pt,Bone mar,Doc,Molgen,"JAK2 Exon 12 and Other Non-V617F Mutation Detection, Bone Marrow","JAK2 Exon 12 and Other Non-V617F Mutation Detection, Bone Marrow"
48726-4,JAK2 gene targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"JAK2 Exon 12-15 Sequencing, Polycythemia Vera Reflex, Varies","JAK2 Exon 12-15 Sequencing, Polycythemia Vera Reflex, Varies"
14035-0,Cryptomeria japonica Ab.IgE,ACnc,Pt,Ser,Qn,,"Japanese Cedar, IgE, Serum","Japanese Cedar, IgE, Serum"
33295-7,JC virus DNA,PrThr,Pt,CSF,Ord,Probe.amp.tar,"JC Virus, Molecular Detection, PCR, Spinal Fluid","JC Virus, Molecular Detection, PCR, Spinal Fluid"
97608-4,Joint pathogens panel,-,Pt,Synv fld,-,Non-probe.amp.tar,"Joint Infection Panel, PCR, Synovial Fluid","Joint Infection Panel, PCR, Synovial Fluid"
101787-0,B-cell lymphoma chromosome analysis,Find,Pt,Tiss,Doc,FISH,"B-Cell Lymphoma, FISH, Tissue","B-Cell Lymphoma, FISH, Tissue"
11184-9,Trachurus japonicus Ab.IgE,ACnc,Pt,Ser,Qn,,"Jack Mackerel, IgE, Serum","Jack Mackerel, IgE, Serum"
93808-4,MDM2 gene amplification,Find,Pt,Tiss,Doc,FISH,"MDM2 (12q15) Amplification, Well-Differentiated Liposarcoma/Atypical Lipomatous Tumor, FISH, Tissue","MDM2 (12q15) Amplification, Well-Differentiated Liposarcoma/Atypical Lipomatous Tumor, FISH, Tissue"
33571-1,Jo-1 extractable nuclear Ab.IgG,ACnc,Pt,Ser,Qn,,"Jo 1 Antibodies, IgG, Serum","Jo 1 Antibodies, IgG, Serum"
6152-3,Sorghum halepense Ab.IgE,ACnc,Pt,Ser,Qn,,"Johnson Grass, IgE, Serum","Johnson Grass, IgE, Serum"
6153-1,Poa pratensis Ab.IgE,ACnc,Pt,Ser,Qn,,"June Grass, IgE, Serum","June Grass, IgE, Serum"
48774-4,Immunoglobulin light chains.kappa.free,MCnc,Pt,CSF,Qn,,"Immunoglobulin Kappa Free Light Chain, Spinal Fluid","Immunoglobulin Kappa Free Light Chain, Spinal Fluid"
105262-0,Ketone disorders multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Ketone Disorders Gene Panel, Varies","Ketone Disorders Gene Panel, Varies"
85330-9,Cells.Ki-67 nuclear Ag/cells,NFr,Pt,Breast cancer specimen,Qn,Immune stain,"Ki-67(MIB-1), Breast, Quantitative Immunohistochemistry, Automated","Ki-67(MIB-1), Breast, Quantitative Immunohistochemistry, Automated"
29593-1,Cells.Ki-67 nuclear Ag/Cells,NFr,Pt,Tiss,Qn,Immune stain,"Ki-67(MIB-1), Pulmonary, Quantitative Immunohistochemistry, Automated","Ki-67(MIB-1), Pulmonary, Quantitative Immunohistochemistry, Automated"
7129-0,Bean kidney red Ab.IgE,ACnc,Pt,Ser,Qn,,"Kidney Bean (Red), IgE, Serum","Kidney Bean (Red), IgE, Serum"
74446-6,Calculus analysis panel,-,Pt,Calculus,-,,Kidney Stone Analysis,Kidney Stone Analysis
55201-8,KIT gene targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"KIT p.Asp816Val Variant Analysis, Quantitative, Varies","KIT p.Asp816Val Variant Analysis, Quantitative, Varies"
6154-9,Actinidia chinensis Ab.IgE,ACnc,Pt,Ser,Qn,,"Kiwi Fruit, IgE, Serum","Kiwi Fruit, IgE, Serum"
65809-6,Kingella kingae DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,"Kingella kingae, Molecular Detection, PCR, Blood","Kingella kingae, Molecular Detection, PCR, Blood"
99073-9,Kelch-like protein 11 Ab.IgG,PrThr,Pt,CSF,Ord,CBA IFA,"Kelch-Like Protein 11 Antibody, Cell Binding Assay, Spinal Fluid","Kelch-Like Protein 11 Antibody, Cell Binding Assay, Spinal Fluid"
99072-1,Kelch-like protein 11 Ab.IgG,PrThr,Pt,Ser,Ord,CBA IFA,"Kelch-Like Protein 11 Antibody, Cell Binding Assay, Serum","Kelch-Like Protein 11 Antibody, Cell Binding Assay, Serum"
103955-1,KRAS Somatic mutation analysis,Find,Pt,Tumor,Doc,Molgen,"KRAS Somatic Mutation Analysis, Tumor","KRAS Somatic Mutation Analysis, Tumor"
21702-6,KRAS gene targeted mutation analysis,Prid,Pt,Bld/Tiss,Nom,Molgen,"KRAS Somatic Mutation Analysis, Peritoneal Fluid","KRAS Somatic Mutation Analysis, Peritoneal Fluid"
2823-3,Potassium,SCnc,Pt,Ser/Plas,Qn,,"Potassium, Serum","Potassium, Serum"
2829-0,Potassium,SRat,24H,Urine,Qn,,"Potassium, 24 Hour, Urine","Potassium, 24 Hour, Urine"
96451-0,Alpha-1-Fetoprotein & Alpha-1-Fetoprotein.L3 panel,-,Pt,Ser/Plas,-,,"Alpha-Fetoprotein (AFP) L3% and Total, Hepatocellular Carcinoma Tumor Marker, Serum","Alpha-Fetoprotein (AFP) L3% and Total, Hepatocellular Carcinoma Tumor Marker, Serum"
59297-2,Lacosamide,MCnc,Pt,Ser/Plas,Qn,,"Lacosamide, Serum","Lacosamide, Serum"
2524-7,Lactate,SCnc,Pt,Ser/Plas,Qn,,"Lactate, Plasma","Lactate, Plasma"
94266-4,CD11a & CD11b & CD18 phenotyping panel,-,Pt,Bld,Ord,,"Leukocyte Adhesion Deficiency Type 1, CD11a/CD18 and CD11b/CD18 Complex Immunophenotyping, Blood","Leukocyte Adhesion Deficiency Type 1, CD11a/CD18 and CD11b/CD18 Complex Immunophenotyping, Blood"
39528-5,Adenovirus DNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,"Adenovirus, Molecular Detection, PCR, Varies","Adenovirus, Molecular Detection, PCR, Varies"
105285-1,Neutrophil Ab screen panel,-,Pt,Ser/Plas,-,,"Granulocyte Antibody Screen, Serum","Granulocyte Antibody Screen, Serum"
32781-7,Legionella sp Ag,ACnc,Pt,Urine,Ord,,"Legionella Antigen, Random, Urine","Legionella Antigen, Random, Urine"
73958-1,Cholesterol esterase,CCnc,Pt,Bld.dot,Qn,,"Lysosomal Acid Lipase, Blood","Lysosomal Acid Lipase, Blood"
6155-6,Lamb Ab.IgE,ACnc,Pt,Ser,Qn,,"Lamb, IgE, Serum","Lamb, IgE, Serum"
6948-4,lamoTRIgine,MCnc,Pt,Ser/Plas,Qn,,"Lamotrigine, Serum","Lamotrigine, Serum"
6156-4,Chenopodium album Ab.IgE,ACnc,Pt,Ser,Qn,,"Lamb's Quarter, IgE, Serum","Lamb's Quarter, IgE, Serum"
6249-7,Palinurus spp Ab.IgE,ACnc,Pt,Ser,Qn,,"Langust (Lobster), IgE, Serum","Langust (Lobster), IgE, Serum"
101656-7,Lactate & pyruvate panel,-,Pt,Ser/Plas/Bld,-,,"Lactate Pyruvate Panel, Plasma","Lactate Pyruvate Panel, Plasma"
2520-5,Lactate,SCnc,Pt,CSF,Qn,,"Lactic Acid, Spinal Fluid","Lactic Acid, Spinal Fluid"
6158-0,Latex Ab.IgE,ACnc,Pt,Ser,Qn,,"Latex, IgE, Serum","Latex, IgE, Serum"
105459-2,Copper panel,-,Pt,Ser/Plas,-,,"Labile Bound Copper, Serum","Labile Bound Copper, Serum"
47260-5,Plasmodium sp DNA,Prid,Pt,Bld,Nom,Probe.amp.tar,"Malaria, Molecular Detection, PCR, Varies","Malaria, Molecular Detection, PCR, Varies"
101119-6,Leukemia and lymphoma immunophenotyping,Find,Pt,XXX,Doc,Flow cytometry,"Leukemia/Lymphoma Immunophenotyping, Flow Cytometry, Varies","Leukemia/Lymphoma Immunophenotyping, Flow Cytometry, Varies"
94332-4,Microsporidia sp 18S rRNA gene panel,-,Pt,XXX,-,Non-probe.amp.tar,"Microsporidia species, Molecular Detection, PCR, Varies","Microsporidia species, Molecular Detection, PCR, Varies"
14804-9,Lactate dehydrogenase,CCnc,Pt,Ser/Plas,Qn,Reaction,"Lactate Dehydrogenase (LDH), Serum","Lactate Dehydrogenase (LDH), Serum"
85267-3,X-linked adrenoleukodystrophy (X-ALD) newborn screening panel,-,Pt,Bld.dot,-,,"Lysosomal and Peroxisomal Disorders Newborn Screen, Blood Spot","Lysosomal and Peroxisomal Disorders Newborn Screen, Blood Spot"
14803-1,Lactate dehydrogenase,CCnc,Pt,Body fld,Qn,Reaction,"Lactate Dehydrogenase (LDH), Body Fluid","Lactate Dehydrogenase (LDH), Body Fluid"
18261-8,Cholesterol.in LDL,MCnc,Pt,Ser/Plas.ultracentrifugate,Qn,,"Low-Density Lipoprotein (LDL) Cholesterol, Beta-Quantification, Serum","Low-Density Lipoprotein (LDL) Cholesterol, Beta-Quantification, Serum"
23858-4,Epstein Barr virus DNA,PrThr,Pt,CSF,Ord,Probe.amp.tar,"Epstein-Barr Virus (EBV), Molecular Detection, PCR, Varies","Epstein-Barr Virus (EBV), Molecular Detection, PCR, Varies"
44828-2,Teriflunomide,MCnc,Pt,Ser/Plas,Qn,,"Leflunomide Metabolite (Teriflunomide), Serum","Leflunomide Metabolite (Teriflunomide), Serum"
593-4,Legionella sp,Prid,Pt,XXX,Nom,Organism specific culture,"Legionella Culture, Varies","Legionella Culture, Varies"
5020-3,Legionella sp rRNA,PrThr,Pt,XXX,Ord,Probe,"Legionella species, Molecular Detection, PCR, Varies","Legionella species, Molecular Detection, PCR, Varies"
7958-2,Leishmania sp Ab,PrThr,Pt,Ser,Ord,,"Leishmaniasis (Visceral) Antibody, Serum","Leishmaniasis (Visceral) Antibody, Serum"
6159-8,Citrus limon Ab.IgE,ACnc,Pt,Ser,Qn,,"Lemon, IgE, Serum","Lemon, IgE, Serum"
7458-3,Lens esculenta Ab.IgE,ACnc,Pt,Ser,Qn,,"Lentil, IgE, Serum","Lentil, IgE, Serum"
93856-3,Enterovirus RNA,PrThr,Pt,XXX,Ord,Non-probe.amp.tar,"Enterovirus, Molecular Detection, PCR, Varies","Enterovirus, Molecular Detection, PCR, Varies"
6160-6,Lepidoglyphus destructor Ab.IgE,ACnc,Pt,Ser,Qn,,"Lepidoglyphus destructor, IgE, Serum","Lepidoglyphus destructor, IgE, Serum"
23201-7,Leptospira sp Ab.IgM,PrThr,Pt,Ser,Ord,IA,"Leptospira, IgM, Serum","Leptospira, IgM, Serum"
6161-4,Lactuca sativa Ab.IgE,ACnc,Pt,Ser,Qn,,"Lettuce, IgE, Serum","Lettuce, IgE, Serum"
30471-7,levETIRAcetam,MCnc,Pt,Ser/Plas,Qn,,"Levetiracetam, Serum","Levetiracetam, Serum"
90234-6,Globotriaosylsphingosine,MCnc,Pt,Ser/Plas,Qn,,"Globotriaosylsphingosine, Serum","Globotriaosylsphingosine, Serum"
92754-1,Globotriaosylsphingosine,SCnc,Pt,Bld.dot,Qn,,"Globotriaosylsphingosine, Blood Spot","Globotriaosylsphingosine, Blood Spot"
92753-3,Globotriaosylsphingosine,SCnc,Pt,Bld,Qn,,"Globotriaosylsphingosine, Blood","Globotriaosylsphingosine, Blood"
10501-5,Lutropin,ACnc,Pt,Ser/Plas,Qn,,"Luteinizing Hormone (LH), Serum","Luteinizing Hormone (LH), Serum"
83103-2,Lutropin,ACnc,Pt,Ser/Plas,Qn,IA,"Luteinizing Hormone (LH), Pediatrics, Serum","Luteinizing Hormone (LH), Pediatrics, Serum"
94585-7,Herpes simplex virus 1 & 2 & Varicella zoster virus DNA panel,-,Pt,XXX,-,Non-probe.amp.tar,"Herpes Simplex Virus (HSV) and Varicella-Zoster Virus (VZV), Molecular Detection, PCR, Varies","Herpes Simplex Virus (HSV) and Varicella-Zoster Virus (VZV), Molecular Detection, PCR, Varies"
3714-3,Lidocaine,MCnc,Pt,Ser/Plas,Qn,,"Lidocaine, Serum","Lidocaine, Serum"
7464-1,Citrus aurantifolia Ab.IgE,ACnc,Pt,Ser,Qn,,"Lime, IgE, Serum","Lime, IgE, Serum"
11179-9,Tilia cordata Ab.IgE,ACnc,Pt,Ser,Qn,,"Linden, IgE, Serum","Linden, IgE, Serum"
7312-2,Linum usitatissimum Ab.IgE,ACnc,Pt,Ser,Qn,,"Linseed, IgE, Serum","Linseed, IgE, Serum"
43583-4,Lipoprotein (little a),SCnc,Pt,Ser/Plas,Qn,,"Lipoprotein(a), Serum","Lipoprotein(a), Serum"
14334-7,Lithium,SCnc,Pt,Ser/Plas,Qn,,"Lithium, Serum","Lithium, Serum"
24325-3,Hepatic function 2000 panel,-,Pt,Ser/Plas,Qn,,"Liver Profile, Serum","Liver Profile, Serum"
32220-6,Liver kidney microsomal 1 Ab,ACnc,Pt,Ser,Qn,,"Liver/Kidney Microsome Type 1 Antibodies, Serum","Liver/Kidney Microsome Type 1 Antibodies, Serum"
92815-0,Borrelia afzelii+burgdorferi+garinii Ab.IgG panel,-,Pt,Ser+CSF,-,,"Lyme Central Nervous System Infection IgG with Antibody Index Reflex, Serum and Spinal Fluid","Lyme Central Nervous System Infection IgG with Antibody Index Reflex, Serum and Spinal Fluid"
92812-7,Borrelia afzelii+burgdorferi+garinii Ab.IgG,ACnc,Pt,CSF,Qn,IA,"Lyme Central Nervous System Infection IgG, Antibody Index, Spinal Fluid","Lyme Central Nervous System Infection IgG, Antibody Index, Spinal Fluid"
88701-8,Norovirus genogroups I & II RNA panel,-,Pt,Stool,-,Probe.amp.tar,"Norovirus PCR, Molecular Detection, Feces","Norovirus PCR, Molecular Detection, Feces"
6165-5,Homarus gammarus Ab.IgE,ACnc,Pt,Ser,Qn,,"Lobster, IgE, Serum","Lobster, IgE, Serum"
59703-9,LORazepam,MCnc,Pt,Ser/Plas,Qn,Confirm,"Lorazepam (Ativan), Serum","Lorazepam (Ativan), Serum"
59063-8,Lymphocyte proliferation panel,-,Pt,Bld,-,,"Lymphocyte Proliferation to Anti-CD3/Anti-CD28 and Anti-CD3/Interleukin-2 (IL-2), Flow Cytometry, Blood","Lymphocyte Proliferation to Anti-CD3/Anti-CD28 and Anti-CD3/Interleukin-2 (IL-2), Flow Cytometry, Bl"
69042-0,Lymphocyte proliferation antigen panel,-,Pt,Bld,-,Flow cytometry,"Lymphocyte Proliferation to Antigens, Blood","Lymphocyte Proliferation to Antigens, Blood"
100732-7,Cholesterol.in lipoprotein (little a) & Cholesterol.in LDL panel,-,Pt,Ser,-,,"Lipoprotein (a) and Low-Density Lipoprotein Cholesterol, Serum","Lipoprotein (a) and Low-Density Lipoprotein Cholesterol, Serum"
105457-6,Lysophosphatidylcholines panel,-,Pt,Bld.dot,-,,"Lysophosphatidylcholines, LC MS/MS, Blood Spot","Lysophosphatidylcholines, LC MS/MS, Blood Spot"
82140-5,MYD88 gene.p.Leu265Pro targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Lymphoplasmacytic Lymphoma/Waldenstrom Macroglobulinemia, MYD88 L265P with Reflex to CXCR4, Varies","Lymphoplasmacytic Lymphoma/Waldenstrom Macroglobulinemia, MYD88 L265P with Reflex to CXCR4, Varies"
69018-0,Lymphocyte proliferation mitogen panel,-,Pt,Bld,-,Flow cytometry,"Lymphocyte Proliferation to Mitogens, Blood","Lymphocyte Proliferation to Mitogens, Blood"
3040-3,Triacylglycerol lipase,CCnc,Pt,Ser/Plas,Qn,,"Lipase, Serum","Lipase, Serum"
15212-4,Triacylglycerol lipase,CCnc,Pt,Body fld,Qn,,"Lipase, Body Fluid","Lipase, Body Fluid"
24331-1,Lipid 1996 panel,-,Pt,Ser/Plas,Qn,,"Lipid Panel, Serum","Lipid Panel, Serum"
55146-5,Familial long QTS syndrome gene targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Long QT Syndrome Gene Panel, Varies","Long QT Syndrome Gene Panel, Varies"
101382-0,FH gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Hereditary Leiomyomatosis and Renal Cell Cancer Syndrome, FH, Full Gene Analysis, Varies","Hereditary Leiomyomatosis and Renal Cell Cancer Syndrome, FH, Full Gene Analysis, Varies"
