code,component,property,time_aspect,system,scale_type,method_type,long_common_name,short_name
12228-3,Triglyceride,MCnc,Pt,Body fld,Qn,,"Triglycerides, Body Fluid","Triglycerides, Body Fluid"
3013-0,Thyroglobulin,MCnc,Pt,Ser/Plas,Qn,,"Thyroglobulin Mass Spectrometry, Serum","Thyroglobulin Mass Spectrometry, Serum"
106436-9,TGFBR3 & OGA gene rearrangements,Find,Pt,Tiss,Doc,FISH,"TGFBR3 (1p22), OGA (10q24) Rearrangement, FISH, Tissue","TGFBR3 (1p22), OGA (10q24) Rearrangement, FISH, Tissue"
96460-1,Thyroglobulin^post thyroglobulin antibody neutralization,MCnc,Pt,Ser/Plas,Qn,IA,"Thyroglobulin, Tumor Marker, Serum","Thyroglobulin, Tumor Marker, Serum"
58952-3,Testosterone free & total panel,MCnc,Pt,Ser/Plas,Qn,,"Testosterone, Total and Free, Serum","Testosterone, Total and Free, Serum"
19055-3,Carboxy tetrahydrocannabinol/Creatinine,MRto,Pt,Urine,Qn,,"Delta 9-Carboxy-Tetrahydrocannabinol (THC-COOH) Confirmation and Creatinine Ratio, Random, Urine","Delta 9-Carboxy-Tetrahydrocannabinol (THC-COOH) Confirmation and Creatinine Ratio, Random, Urine"
83086-9,Choriogonadotropin,ACnc,Pt,Ser/Plas,Qn,IA,"Human Chorionic Gonadotropin (hCG), Quantitative, Pregnancy, Serum","Human Chorionic Gonadotropin (hCG), Quantitative, Pregnancy, Serum"
69007-3,Carboxy tetrahydrocannabinol,MCnt,Pt,Meconium,Qn,Confirm,"11-nor-Delta-9-Tetrahydrocannabinol-9-Carboxylic Acid (Carboxy-THC) Confirmation, Meconium","11-nor-Delta-9-Tetrahydrocannabinol-9-Carboxylic Acid (Carboxy-THC) Confirmation, Meconium"
102114-6,Natural cannabinoids panel,-,Pt,Urine,-,,"Delta-8 and Delta-9-Carboxy-Tetrahydrocannabinol (THC) Confirmation, Random, Urine","Delta-8 and Delta-9-Carboxy-Tetrahydrocannabinol (THC) Confirmation, Random, Urine"
4049-3,Theophylline,MCnc,Pt,Ser/Plas,Qn,,"Theophylline, Serum","Theophylline, Serum"
82869-9,6-Thioguanine & 6-methylmercaptopurine panel,-,Pt,RBC,-,,"Thiopurine Metabolites, Whole Blood","Thiopurine Metabolites, Whole Blood"
93339-0,Thrombospondin type I domain-containing 7A Ab.IgG,PrThr,Pt,Ser/Plas,Ord,IF,"Thrombospondin Type-1 Domain-Containing 7A Antibodies, Serum","Thrombospondin Type-1 Domain-Containing 7A Antibodies, Serum"
101116-2,Thrombospondin type I domain-containing 7A,PrThr,Pt,Tiss,Ord,IF,"Thrombospondin Type 1 Domain Containing 7A (THSD7A), Immunofluorescence","Thrombospondin Type 1 Domain Containing 7A (THSD7A), Immunofluorescence"
7737-0,Thymus vulgaris Ab.IgE,ACnc,Pt,Ser,Qn,,"Thyme, IgE, Serum","Thyme, IgE, Serum"
5385-0,Thyrotropin receptor Ab,ACnc,Pt,Ser,Qn,,"Thyrotropin Receptor Antibody, Serum","Thyrotropin Receptor Antibody, Serum"
106780-0,Hereditary thyroid cancer multigene analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Hereditary Thyroid Cancer Panel, Varies","Hereditary Thyroid Cancer Panel, Varies"
2500-7,Iron binding capacity,MCnc,Pt,Ser/Plas,Qn,,"Total Iron Binding Capacity, Serum","Total Iron Binding Capacity, Serum"
87547-6,Borrelia burgdorferi Ab & Anaplasma phagocytophilum & Babesia microti & Ehrlichia chaffeensis Ab.IgG panel,-,Pt,Ser,-,,"Tick-Borne Disease Antibodies Panel, Serum","Tick-Borne Disease Antibodies Panel, Serum"
101647-6,Ehrlichiosis & Anaplasmosis & Babesiosis & Borrelia miyamotoi DNA panel,-,Pt,Ser/Plas/Bld,-,Probe.amp.tar,"Tick-Borne Panel, Molecular Detection, PCR, Blood","Tick-Borne Panel, Molecular Detection, PCR, Blood"
32572-0,Tilapia Ab.IgE,ACnc,Pt,Ser,Qn,,"Tilapia, IgE, Serum","Tilapia, IgE, Serum"
6265-3,Phleum pratense Ab.IgE,ACnc,Pt,Ser,Qn,,"Timothy Grass, IgE, Serum","Timothy Grass, IgE, Serum"
8244-6,Titanium,MCnc,Pt,Ser/Plas,Qn,,"Titanium, Serum","Titanium, Serum"
59753-4,Titanium,MCnc,Pt,Bld,Qn,,"Titanium, Blood","Titanium, Blood"
5743-0,Thallium,MCnc,Pt,Bld,Qn,,"Thallium, Blood","Thallium, Blood"
44792-0,Immunoglobulin light chains panel,-,Pt,Urine,Qn,,"Immunoglobulin Total Light Chains, Urine","Immunoglobulin Total Light Chains, Urine"
101682-3,T-cell lymphoma,Find,Pt,Bld/Tiss,Doc,FISH,"T-Cell Lymphoma Panel, Diagnostic, FISH, Varies","T-Cell Lymphoma Panel, Diagnostic, FISH, Varies"
101115-4,Leukotriene E4/Creatinine,MRto,24H,Urine,Qn,,"Leukotriene E4, 24 Hour, Urine","Leukotriene E4, 24 Hour, Urine"
5746-3,Thallium,MRat,24H,Urine,Qn,,"Thallium, 24 Hour, Urine","Thallium, 24 Hour, Urine"
13469-2,Thallium/Creatinine,MRto,Pt,Urine,Qn,,"Thallium/Creatinine Ratio, Random, Urine","Thallium/Creatinine Ratio, Random, Urine"
34942-3,Borrelia burgdorferi Ab.IgG & IgM panel,-,Pt,Ser,Qn,,"Lyme IgM and IgG, Whole Cell Sonicate, ELISA, Serum","Lyme IgM and IgG, Whole Cell Sonicate, ELISA, Serum"
11005-6,Trimethoprim,MCnc,Pt,Ser/Plas,Qn,,"Trimethoprim, Serum","Trimethoprim, Serum"
81711-4,Microsatellite instability marker panel,-,Pt,Cancer specimen,-,,"Microsatellite Instability, Tumor","Microsatellite Instability, Tumor"
4057-6,Tobramycin^peak,MCnc,Pt,Ser/Plas,Qn,,"Tobramycin, Peak, Serum","Tobramycin, Peak, Serum"
35670-9,Tobramycin,MCnc,Pt,Ser/Plas,Qn,,"Tobramycin, Random, Serum","Tobramycin, Random, Serum"
4059-2,Tobramycin^trough,MCnc,Pt,Ser/Plas,Qn,,"Tobramycin, Trough, Serum","Tobramycin, Trough, Serum"
6266-1,Lycopersicon lycopersicum Ab.IgE,ACnc,Pt,Ser,Qn,,"Tomato, IgE, Serum","Tomato, IgE, Serum"
17713-9,Topiramate,MCnc,Pt,Ser/Plas,Qn,,"Topiramate, Serum","Topiramate, Serum"
95796-9,Opioids panel,-,Pt,Urine,-,Screen,"Targeted Opioid Screen, Random, Urine","Targeted Opioid Screen, Random, Urine"
16279-2,Toxoplasma gondii DNA,PrThr,Pt,Bld,Ord,Probe.amp.tar,"Toxoplasma gondii, Molecular Detection, PCR, Blood","Toxoplasma gondii, Molecular Detection, PCR, Blood"
40674-4,Toxocara canis Ab.IgG,PrThr,Pt,Ser,Ord,IA,"Toxocara Antibody, IgG, Serum","Toxocara Antibody, IgG, Serum"
40677-7,Toxoplasma gondii Ab.IgG,PrThr,Pt,Ser,Ord,IA,"Toxoplasma gondii Antibody, IgG, Serum","Toxoplasma gondii Antibody, IgG, Serum"
2885-2,Protein,MCnc,Pt,Ser/Plas,Qn,,"Protein, Total, Serum","Protein, Total, Serum"
103680-5,TP53 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"TP53 Mutation Analysis, Next-Generation Sequencing, Tumor","TP53 Mutation Analysis, Next-Generation Sequencing, Tumor"
2881-1,Protein,MCnc,Pt,Body fld,Qn,,"Protein, Total, Body Fluid","Protein, Total, Body Fluid"
44054-5,Triosephosphate isomerase,CCnt,Pt,RBC,Qn,,"Triosephosphate Isomerase Enzyme Activity, Blood","Triosephosphate Isomerase Enzyme Activity, Blood"
91139-6,Thiopurine methyltransferase activity panel,-,Pt,RBC,-,,"Thiopurine Methyltransferase Activity Profile, Erythrocytes","Thiopurine Methyltransferase Activity Profile, Erythrocytes"
93193-1,TPMT gene & NUDT15 gene targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Thiopurine Methyltransferase (TPMT) and Nudix Hydrolase (NUDT15) Genotyping, Varies","Thiopurine Methyltransferase (TPMT) and Nudix Hydrolase (NUDT15) Genotyping, Varies"
8099-4,Thyroperoxidase Ab,ACnc,Pt,Ser/Plas,Qn,,"Thyroperoxidase Antibodies, Serum","Thyroperoxidase Antibodies, Serum"
24312-1,Treponema pallidum Ab,PrThr,Pt,Ser,Ord,Aggl,"Syphilis Antibody, Treponema pallidum Particle Agglutination, Serum","Syphilis Antibody, Treponema pallidum Particle Agglutination, Serum"
2880-3,Protein,MCnc,Pt,CSF,Qn,,"Protein, Total, Spinal Fluid","Protein, Total, Spinal Fluid"
27923-2,Ubiquinone 10,MCnc,Pt,Ser/Plas,Qn,,"Coenzyme Q10, Total, Plasma","Coenzyme Q10, Total, Plasma"
100734-3,traMADol & metabolites panel,-,Pt,Urine,-,Confirm,"Tramadol and Metabolite, Random, Urine","Tramadol and Metabolite, Random, Urine"
111526-0,traMADol & metabolites panel,-,Pt,Ser/Plas,-,LC/MS/MS,"Tramadol and Metabolite, Serum","Tramadol and Metabolite, Serum"
102088-2,Torch Ab.IgG panel,-,Pt,Ser,-,,"ToRCH Profile IgG, Serum","ToRCH Profile IgG, Serum"
6563-1,Trichinella spiralis Ab.IgG,PrThr,Pt,Ser,Ord,IA,"Trichinella Antibody, IgG, Serum","Trichinella Antibody, IgG, Serum"
30184-6,(Acer negundo+Betula verrucosa+Quercus alba+Ulmus americana+Juglans californica) Ab.IgE,ACnc,Pt,Ser,Qn,Multidisk,"Tree Panel #1, Serum","Tree Panel #1, Serum"
69959-5,(Alnus incana+Corylus avellana+Ulmus americana+Salix caprea+Populus deltoides) Ab.IgE,ACnc,Pt,Ser,Qn,Multidisk,"Tree Panel #3, Serum","Tree Panel #3, Serum"
30182-0,(Olea europaea+Salix caprea+Pinus strobus+Eucalyptus spp+Acacia longifolia+Melaleuca leucadendron) Ab.IgE,ACnc,Pt,Ser,Qn,Multidisk,"Tree Panel #4, Serum","Tree Panel #4, Serum"
90413-6,T-cell regulatory subsets panel,-,Pt,Bld,-,,"T-Cell Subsets, Regulatory (Tregs), Blood","T-Cell Subsets, Regulatory (Tregs), Blood"
2571-8,Triglyceride,MCnc,Pt,Ser/Plas,Qn,,"Triglycerides, Serum","Triglycerides, Serum"
4083-2,Trimipramine,MCnc,Pt,Ser/Plas,Qn,,"Trimipramine, Serum","Trimipramine, Serum"
105178-8,Invasive Trophoblast Ag,PrThr,Pt,Tiss,Ord,Immune stain,"Trophoblast Antigen 2 (TROP2) Immunostain, Semi-Quantitative Immunohistochemistry, Manual","Trophoblast Antigen 2 (TROP2) Immunostain, Semi-Quantitative Immunohistochemistry, Manual"
6268-7,Oncorhynchus mykiss Ab.IgE,ACnc,Pt,Ser,Qn,,"Trout, IgE, Serum","Trout, IgE, Serum"
67151-1,Troponin T.cardiac,MCnc,Pt,Ser/Plas,Qn,High sensitivity,"Troponin T, 5th Generation, Plasma","Troponin T, 5th Generation, Plasma"
3034-6,Transferrin,MCnc,Pt,Ser/Plas,Qn,,"Transferrin, Serum","Transferrin, Serum"
6267-9,Trichoderma viride Ab.IgE,ACnc,Pt,Ser,Qn,,"Trichoderma viride, IgE, Serum","Trichoderma viride, IgE, Serum"
21582-2,Tryptase,MCnc,Pt,Ser/Plas,Qn,,"Tryptase, Autopsy, Serum","Tryptase, Autopsy, Serum"
6256-2,Tyrophagus putrescentiae Ab.IgE,ACnc,Pt,Ser,Qn,,"Tyrophagus putrescentiae, IgE, Serum","Tyrophagus putrescentiae, IgE, Serum"
20659-9,Tryptophan,SCnc,Pt,Ser/Plas,Qn,,"Tryptophan, Plasma","Tryptophan, Plasma"
28608-8,Tryptophan/Creatinine,Ratio,Pt,Urine,Qn,,"Tryptophan, Random, Urine","Tryptophan, Random, Urine"
34650-2,TSC gene targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,"Tuberous Sclerosis Gene Panel, Varies","Tuberous Sclerosis Gene Panel, Varies"
30567-2,Thyroid stimulating immunoglobulins,ACnc,Pt,Ser,Qn,,"Thyroid-Stimulating Immunoglobulin, Serum","Thyroid-Stimulating Immunoglobulin, Serum"
99107-5,Stimulants drug panel,-,Pt,Urine,-,Screen,"Targeted Stimulant Screen, Random, Urine","Targeted Stimulant Screen, Random, Urine"
35681-6,Tissue transglutaminase Ab panel,-,Pt,Ser,Qn,,"Tissue Transglutaminase Antibodies, IgA and IgG Profile, Serum","Tissue Transglutaminase Antibodies, IgA and IgG Profile, Serum"
58716-2,Testosterone.free+weakly bound & total panel,-,Pt,Ser/Plas,-,,"Testosterone, Total and Bioavailable, Serum","Testosterone, Total and Bioavailable, Serum"
